Timestamp,Bid_Open,Bid_High,Bid_Low,Bid_Close,Bid_Volume,Ask_Open,Ask_High,Ask_Low,Ask_Close,Ask_Volume,Class
2012-01-26T23:00:00,1.06491,1.06742,1.0626,1.06698,119067.6079,1.06542,1.06774,1.06283,1.06722,123142.6316,False
2012-01-29T23:00:00,1.06487,1.06688,1.05904,1.06118,91601.4809,1.06588,1.06726,1.05924,1.06179,91558.2299,True
2012-01-30T23:00:00,1.06116,1.06642,1.06035,1.06461,105344.6801,1.06179,1.06667,1.06072,1.06507,105144.6596,True
2012-01-31T23:00:00,1.06461,1.07103,1.06182,1.06868,107287.4598,1.06524,1.07123,1.06205,1.06914,110749.9995,True
2012-02-01T23:00:00,1.06856,1.07245,1.06797,1.07026,98134.8195,1.06914,1.07269,1.06831,1.07084,97103.4608,False
2012-02-02T23:00:00,1.07022,1.07349,1.06683,1.06951,135802.2027,1.07078,1.0737,1.06707,1.07054,136432.5041,False
2012-02-05T23:00:00,1.06932,1.06992,1.06579,1.06792,154918.1898,1.07034,1.07078,1.06599,1.06849,157768.9397,True
2012-02-06T23:00:00,1.0679,1.07764,1.06706,1.07484,173169.1284,1.06851,1.07782,1.06746,1.07528,174469.5291,True
2012-02-07T23:00:00,1.07478,1.07833,1.07333,1.07538,168337.1309,1.0753,1.07855,1.07363,1.07572,168793.0787,False
2012-02-08T23:00:00,1.07532,1.0768,1.07183,1.07259,193622.6407,1.07593,1.07708,1.07227,1.07323,194194.2912,False
2012-02-09T23:00:00,1.07268,1.07365,1.06612,1.06841,227593.6505,1.07323,1.07403,1.06632,1.06929,225806.6587,True
2012-02-12T23:00:00,1.06945,1.07501,1.06856,1.07272,222586.9022,1.07103,1.07523,1.06923,1.07333,216610.5401,False
2012-02-13T23:00:00,1.07282,1.07322,1.06464,1.06784,238137.1925,1.07333,1.07369,1.06485,1.06867,232109.299,True
2012-02-14T23:00:00,1.06787,1.0716,1.06695,1.06931,240545.3094,1.06867,1.07179,1.06723,1.06984,232924.1814,True
2012-02-15T23:00:00,1.06936,1.07371,1.06829,1.07167,248458.2112,1.06989,1.07394,1.06852,1.07213,247491.8183,False
2012-02-16T23:00:00,1.07156,1.07514,1.06569,1.06646,207558.0612,1.07214,1.07539,1.06609,1.06749,203048.1882,True
2012-02-19T23:00:00,1.06947,1.0724,1.06693,1.06817,144830.2899,1.07043,1.07269,1.06719,1.06894,146366.1408,False
2012-02-20T23:00:00,1.06816,1.06859,1.06202,1.06272,221474.4298,1.06894,1.06933,1.06232,1.06322,221509.3503,True
2012-02-21T23:00:00,1.06272,1.06474,1.0597,1.06338,208608.0213,1.06323,1.06496,1.05999,1.06382,205805.3485,True
2012-02-22T23:00:00,1.06336,1.06908,1.06075,1.06876,161300.6196,1.06394,1.06965,1.06096,1.06932,158012.3992,False
2012-02-23T23:00:00,1.06876,1.07203,1.06785,1.06822,154637.7601,1.06934,1.07228,1.06846,1.06923,154081.2497,True
2012-02-26T23:00:00,1.06842,1.07652,1.0666,1.07421,178055.2906,1.06985,1.07672,1.06686,1.07493,182389.8804,False
2012-02-27T23:00:00,1.07421,1.07489,1.07049,1.07147,165325.91,1.07509,1.07563,1.07068,1.07198,168077.8297,False
2012-02-28T23:00:00,1.07157,1.075,1.06062,1.06232,192357.6913,1.07198,1.07524,1.06083,1.06263,190227.1514,True
2012-02-29T23:00:00,1.06232,1.06578,1.0604,1.06482,180079.1613,1.06283,1.06605,1.0606,1.06605,179087.969,False
2012-03-01T23:00:00,1.06492,1.06566,1.06036,1.06117,146276.6414,1.0659,1.06614,1.0608,1.06243,145371.039,False
2012-03-04T23:00:00,1.06212,1.06335,1.0595,1.06122,162681.5977,1.06329,1.06389,1.05974,1.06172,157195.9368,False
2012-03-05T23:00:00,1.06117,1.06242,1.05493,1.05717,182193.08,1.06168,1.06267,1.05513,1.05759,182681.9203,False
2012-03-06T23:00:00,1.05701,1.05844,1.0524,1.05541,160167.12,1.05759,1.05912,1.05264,1.05593,161314.9492,False
2012-03-07T23:00:00,1.05541,1.06146,1.05187,1.05346,173780.2193,1.05619,1.06167,1.05209,1.05439,173640.7217,False
2012-03-08T23:00:00,1.05347,1.05492,1.04643,1.04736,148836.0195,1.05433,1.05539,1.04668,1.04786,148590.4087,False
2012-03-11T22:00:00,1.04625,1.04734,1.04052,1.04351,144223.9782,1.04722,1.04784,1.04072,1.04402,148887.2547,False
2012-03-12T22:00:00,1.04351,1.04589,1.03988,1.04298,165767.2393,1.04404,1.04612,1.04011,1.04342,168584.6208,False
2012-03-13T22:00:00,1.04307,1.04336,1.03368,1.03742,172599.7429,1.04343,1.04378,1.03385,1.03783,170711.3788,True
2012-03-14T22:00:00,1.03742,1.04656,1.03625,1.0439,175858.8579,1.03798,1.04675,1.03649,1.04426,178197.7084,True
2012-03-15T22:00:00,1.04377,1.05083,1.04322,1.04987,139573.6482,1.04428,1.05103,1.04349,1.05078,146331.4735,False
2012-03-18T22:00:00,1.04991,1.05202,1.04604,1.04684,140554.3499,1.05037,1.05242,1.04622,1.04713,141914.4306,False
2012-03-19T22:00:00,1.04684,1.04888,1.03833,1.03892,163875.5,1.04729,1.04911,1.03854,1.03952,165043.1285,False
2012-03-20T22:00:00,1.03892,1.04119,1.03448,1.03757,167112.2886,1.03958,1.04141,1.03467,1.03802,168770.5596,True
2012-03-21T22:00:00,1.03757,1.03928,1.03104,1.03774,196542.2603,1.03808,1.03952,1.03127,1.03864,198863.8508,True
2012-03-22T22:00:00,1.03774,1.04662,1.0371,1.04406,177314.9999,1.03844,1.04701,1.03811,1.04494,177578.6717,False
2012-03-25T23:00:00,1.04428,1.04861,1.04157,1.04328,178844.9761,1.04474,1.04883,1.04178,1.04372,176856.5582,False
2012-03-26T23:00:00,1.04328,1.04528,1.04016,1.04046,170795.0615,1.04389,1.04547,1.04044,1.04082,170231.0197,False
2012-03-27T23:00:00,1.04046,1.04122,1.03203,1.0368,198268.9085,1.04109,1.04205,1.0322,1.03727,196543.9312,False
2012-03-28T23:00:00,1.0368,1.03812,1.03114,1.03451,203995.8698,1.03731,1.03837,1.03133,1.03482,199137.0208,False
2012-03-29T23:00:00,1.03451,1.03845,1.03193,1.03241,170840.7998,1.03504,1.03863,1.03248,1.03304,174397.1983,False
2012-03-31T23:00:00,1.03241,1.03241,1.03137,1.03137,0.0,1.03304,1.03304,1.03159,1.03159,0.0,True
2012-04-01T23:00:00,1.04027,1.04068,1.03168,1.03176,183269.28,1.04128,1.04152,1.03212,1.03223,185930.6201,False
2012-04-02T23:00:00,1.03176,1.03462,1.02203,1.02378,199008.7958,1.03229,1.03504,1.02225,1.02418,198178.729,False
2012-04-03T23:00:00,1.02367,1.02422,1.01837,1.02297,196874.1131,1.02418,1.02468,1.01857,1.02348,195136.0819,False
2012-04-04T23:00:00,1.02292,1.02768,1.02011,1.02246,158885.29,1.02343,1.02793,1.02039,1.02327,157615.4306,True
2012-04-05T23:00:00,1.02242,1.0297,1.02139,1.02746,72218.8796,1.02333,1.0299,1.02171,1.02884,74160.7588,True
2012-04-08T23:00:00,1.02666,1.02998,1.02287,1.02868,106091.9758,1.02763,1.0302,1.02339,1.02912,108555.9742,True
2012-04-09T23:00:00,1.02861,1.03087,1.02592,1.02942,187945.3605,1.02914,1.0311,1.02611,1.02993,193305.7597,True
2012-04-10T23:00:00,1.02947,1.03448,1.02755,1.03372,183353.9897,1.02998,1.03466,1.02778,1.03413,191707.7693,True
2012-04-11T23:00:00,1.03372,1.04088,1.0329,1.03786,193496.4676,1.03428,1.04107,1.03394,1.03833,203454.9505,False
2012-04-12T23:00:00,1.03778,1.03929,1.03319,1.03642,177799.2406,1.03833,1.03947,1.0334,1.03728,181543.1886,False
2012-04-15T23:00:00,1.03591,1.03779,1.03107,1.03478,188081.5093,1.03712,1.03797,1.03131,1.03523,199520.0143,False
2012-04-16T23:00:00,1.03472,1.03583,1.02512,1.0286,188338.5895,1.03523,1.03636,1.0253,1.02912,191134.3104,False
2012-04-17T23:00:00,1.0286,1.02983,1.02455,1.02657,184897.481,1.02914,1.0301,1.02476,1.02703,187269.7014,True
2012-04-18T23:00:00,1.02658,1.0291,1.0248,1.02848,198954.2927,1.02703,1.02928,1.025,1.02877,206961.1721,True
2012-04-19T23:00:00,1.02837,1.03007,1.02543,1.02925,165916.8597,1.02877,1.03095,1.02563,1.03063,169267.5106,False
2012-04-22T23:00:00,1.02822,1.03131,1.02194,1.02277,179005.925,1.02961,1.03155,1.02216,1.02315,184719.4974,False
2012-04-23T23:00:00,1.02276,1.02427,1.01555,1.01797,188683.2509,1.02315,1.02447,1.0158,1.01843,193802.8512,False
2012-04-24T23:00:00,1.01791,1.02068,1.01567,1.01774,177691.08,1.01844,1.02083,1.016,1.01854,181758.1205,True
2012-04-25T23:00:00,1.01785,1.02343,1.0173,1.02228,179655.0097,1.01854,1.02374,1.01756,1.02319,184175.8404,True
2012-04-26T23:00:00,1.02225,1.02759,1.02146,1.02651,176908.6116,1.02319,1.02783,1.02181,1.02709,185040.8089,True
2012-04-29T23:00:00,1.02579,1.03,1.0229,1.02947,162943.1133,1.02653,1.03025,1.02302,1.02983,167716.4424,False
2012-04-30T23:00:00,1.02937,1.03012,1.0171,1.0185,137980.4284,1.02985,1.03044,1.01737,1.01882,150506.6511,True
2012-05-01T23:00:00,1.01851,1.02077,1.01701,1.01897,166636.8214,1.01878,1.02096,1.01723,1.01943,172934.8468,False
2012-05-02T23:00:00,1.01892,1.01942,1.01134,1.0143,172517.8113,1.01943,1.02006,1.01157,1.01454,171302.621,False
2012-05-03T23:00:00,1.01433,1.0155,1.01025,1.01194,177659.8233,1.01455,1.01576,1.01048,1.01321,179805.1188,True
2012-05-06T23:00:00,1.01098,1.01602,1.00857,1.01251,179175.2135,1.01153,1.01623,1.00891,1.01303,186404.4942,False
2012-05-07T23:00:00,1.01251,1.01414,1.00902,1.01062,190180.5267,1.01314,1.01445,1.00922,1.01108,198781.4306,False
2012-05-08T23:00:00,1.01061,1.01081,1.00647,1.00757,234567.1996,1.01114,1.01134,1.00673,1.00799,232721.4888,True
2012-05-09T23:00:00,1.00758,1.01392,1.00551,1.01002,215338.0685,1.00799,1.01413,1.00593,1.01053,220798.011,False
2012-05-10T23:00:00,1.00997,1.01114,1.00017,1.00232,213228.9785,1.01048,1.01141,1.00039,1.00298,212218.6795,False
2012-05-13T23:00:00,1.00091,1.00352,0.99888,0.99937,188536.9285,1.00189,1.00407,0.99925,0.99969,194704.9107,True
2012-05-14T23:00:00,0.99916,1.00188,0.99818,1.00067,206811.1306,0.99969,1.00208,0.99856,1.00114,215023.1908,True
2012-05-15T23:00:00,1.00061,1.0039,0.99938,1.00322,221928.8705,1.00114,1.00413,0.99965,1.00373,233418.2908,True
2012-05-16T23:00:00,1.00322,1.01115,1.00255,1.00786,212073.4706,1.00371,1.01143,1.003,1.00849,220071.2941,False
2012-05-17T23:00:00,1.0078,1.00876,1.00096,1.00577,229627.6397,1.00863,1.00972,1.00122,1.00653,251264.3311,True
2012-05-20T23:00:00,1.00546,1.0089,1.00202,1.00861,202817.9944,1.00604,1.00943,1.00221,1.00919,211430.4424,False
2012-05-21T23:00:00,1.00861,1.0092,1.00077,1.00092,213728.4778,1.00924,1.00974,1.00123,1.00138,221080.7516,False
2012-05-22T23:00:00,1.00086,1.00129,0.99552,0.99896,233187.7458,1.00134,1.00215,0.99574,0.99953,238950.6951,True
2012-05-23T23:00:00,0.99912,1.00435,0.998,1.00221,234277.2898,0.99956,1.00458,0.99828,1.00289,259914.5818,True
2012-05-24T23:00:00,1.00221,1.00685,0.99993,1.00434,188488.0013,1.00287,1.00712,1.00019,1.00487,201705.4987,True
2012-05-27T23:00:00,1.00731,1.01153,1.00565,1.00827,129130.3072,1.00814,1.0118,1.00597,1.00916,140569.0333,False
2012-05-28T23:00:00,1.00836,1.01057,1.00583,1.00652,212971.0985,1.00916,1.01083,1.00609,1.00692,220655.5897,False
2012-05-29T23:00:00,1.00652,1.0074,0.99907,0.99958,223701.3204,1.00698,1.00832,0.99942,0.99992,227586.6795,True
2012-05-30T23:00:00,0.99952,1.00747,0.99723,1.00518,225423.1599,0.99998,1.00774,0.99749,1.00552,226212.2411,True
2012-05-31T23:00:00,1.00516,1.00978,0.99945,1.00926,228871.2324,1.00569,1.01078,0.9997,1.01064,223881.279,True
2012-06-03T23:00:00,1.00704,1.01324,1.0052,1.01083,305087.4038,1.00731,1.01347,1.00553,1.01161,303664.5195,False
2012-06-04T23:00:00,1.01076,1.01591,1.00893,1.01081,333414.9009,1.01149,1.01613,1.00928,1.0115,343349.4391,True
2012-06-05T23:00:00,1.01076,1.02188,1.01007,1.01982,336373.0957,1.01158,1.0221,1.01032,1.02039,347505.0312,False
2012-06-06T23:00:00,1.01979,1.02494,1.01663,1.01691,215493.0442,1.02039,1.02537,1.01682,1.01722,213522.5951,True
2012-06-07T23:00:00,1.01691,1.02014,1.01462,1.01757,198122.491,1.01744,1.02055,1.01487,1.01865,192067.5203,False
2012-06-10T23:00:00,1.02037,1.02296,1.01684,1.01742,276131.1525,1.02158,1.0239,1.01709,1.01788,270851.178,True
2012-06-11T23:00:00,1.01746,1.02242,1.01622,1.02183,282315.3509,1.01794,1.0227,1.01646,1.02207,283881.5222,True
2012-06-12T23:00:00,1.02181,1.02544,1.02022,1.02302,327541.7223,1.02208,1.0257,1.02066,1.02378,336029.3372,True
2012-06-13T23:00:00,1.02284,1.02631,1.02037,1.02509,297829.1827,1.02311,1.02663,1.02061,1.02533,306909.4151,True
2012-06-14T23:00:00,1.02522,1.03211,1.0235,1.0295,199222.3943,1.02557,1.03253,1.02377,1.0299,207227.1409,True
2012-06-17T23:00:00,1.03217,1.03968,1.03045,1.03671,339049.1002,1.03359,1.03994,1.03071,1.03724,334500.1414,True
2012-06-18T23:00:00,1.03661,1.03908,1.0331,1.03676,357531.1088,1.03689,1.03924,1.03336,1.03723,367375.7942,True
2012-06-19T23:00:00,1.03676,1.03986,1.03576,1.03762,357231.171,1.03729,1.04012,1.03607,1.03792,374863.4113,False
2012-06-20T23:00:00,1.03782,1.04019,1.0316,1.03308,359184.2298,1.03833,1.04045,1.03182,1.03358,369286.311,False
2012-06-21T23:00:00,1.03308,1.03426,1.02972,1.031,234280.2403,1.03362,1.03484,1.03002,1.03191,234896.0298,False
2012-06-24T23:00:00,1.03143,1.03158,1.02776,1.02994,304777.6536,1.03252,1.03253,1.02799,1.03021,306243.9475,True
2012-06-25T23:00:00,1.03019,1.03241,1.02877,1.03019,304774.9308,1.03059,1.03261,1.02899,1.03043,310496.0387,True
2012-06-26T23:00:00,1.03027,1.0341,1.02867,1.0329,330171.3485,1.03088,1.03432,1.02895,1.03314,330382.8673,True
2012-06-27T23:00:00,1.03297,1.03795,1.0323,1.03734,371515.1981,1.03348,1.03839,1.03254,1.03761,370270.5298,True
2012-06-28T23:00:00,1.03746,1.04553,1.03574,1.04055,390192.6011,1.03804,1.04576,1.03602,1.04082,402584.6592,False
2012-06-30T23:00:00,1.04055,1.04055,1.0396,1.0396,0.0,1.04082,1.04082,1.03986,1.03986,0.0,True
2012-07-01T23:00:00,1.04277,1.04429,1.04082,1.04214,288768.7129,1.04304,1.04453,1.04108,1.04239,296914.7574,False
2012-07-02T23:00:00,1.04216,1.04398,1.03999,1.04045,269862.7121,1.04269,1.04424,1.04016,1.04069,277974.1036,True
2012-07-03T23:00:00,1.04049,1.04445,1.04007,1.04093,229797.4772,1.04089,1.04473,1.0403,1.04118,228079.1132,True
2012-07-04T23:00:00,1.04086,1.04413,1.03779,1.04311,289481.6417,1.04108,1.04443,1.03831,1.04335,290661.1618,False
2012-07-05T23:00:00,1.04317,1.04393,1.03819,1.04037,270234.694,1.04368,1.04437,1.03842,1.0416,270058.7022,False
2012-07-08T23:00:00,1.0405,1.04071,1.03642,1.04023,289364.292,1.04071,1.04144,1.03664,1.04053,275824.147,True
2012-07-09T23:00:00,1.04023,1.04255,1.03719,1.04197,333172.6812,1.04059,1.04279,1.03754,1.04248,315168.5425,True
2012-07-10T23:00:00,1.04187,1.04634,1.04066,1.04514,315449.8046,1.04238,1.04656,1.04096,1.04607,295436.3742,False
2012-07-11T23:00:00,1.04516,1.04553,1.03191,1.03291,334067.0962,1.04603,1.04629,1.03218,1.03318,314460.3941,True
2012-07-12T23:00:00,1.03301,1.0378,1.03214,1.03633,297452.9264,1.03354,1.0383,1.0324,1.0366,296652.439,True
2012-07-15T23:00:00,1.03827,1.0408,1.03593,1.03992,273153.7126,1.03854,1.04105,1.03617,1.04048,272728.3203,True
2012-07-16T23:00:00,1.03984,1.04513,1.03897,1.04361,294404.9996,1.04008,1.04536,1.03921,1.04413,289059.5587,True
2012-07-17T23:00:00,1.04362,1.04797,1.04191,1.04676,304591.1277,1.04415,1.04822,1.04239,1.04722,299796.9693,True
2012-07-18T23:00:00,1.04676,1.05173,1.04604,1.05022,310478.4033,1.04729,1.05216,1.04627,1.05073,302756.5349,False
2012-07-19T23:00:00,1.04995,1.05154,1.04804,1.05014,309025.9525,1.05022,1.05206,1.04826,1.05038,309431.681,False
2012-07-22T23:00:00,1.0498,1.05089,1.04339,1.04496,340586.9334,1.05007,1.05184,1.04361,1.04546,347008.8295,False
2012-07-23T23:00:00,1.04497,1.04957,1.04416,1.04433,299076.901,1.04546,1.04983,1.04441,1.04459,305449.068,True
2012-07-24T23:00:00,1.04443,1.04897,1.04116,1.04656,275322.1811,1.04505,1.04907,1.04154,1.04724,285085.268,True
2012-07-25T23:00:00,1.04657,1.05038,1.04591,1.04997,285147.167,1.04723,1.05069,1.04616,1.05069,300348.9387,True
2012-07-26T23:00:00,1.04997,1.05287,1.04871,1.05141,248652.4832,1.05063,1.05327,1.04912,1.05244,255092.4954,True
2012-07-29T23:00:00,1.05125,1.0543,1.04955,1.05173,239740.7268,1.05245,1.05451,1.05029,1.05229,239476.1244,True
2012-07-30T23:00:00,1.05171,1.05527,1.05021,1.05334,261182.1581,1.05229,1.05562,1.05065,1.05354,256774.691,False
2012-07-31T23:00:00,1.05337,1.05492,1.04993,1.05161,262320.3382,1.05388,1.05513,1.05018,1.05219,263730.789,True
2012-08-01T23:00:00,1.05135,1.05819,1.04953,1.05391,266177.0128,1.05238,1.05854,1.04979,1.05444,272343.6875,True
2012-08-02T23:00:00,1.05393,1.05844,1.05113,1.05795,265879.5783,1.05444,1.0591,1.05134,1.05846,270520.9896,False
2012-08-05T23:00:00,1.05841,1.05912,1.05465,1.05697,228960.099,1.05865,1.05995,1.05486,1.05735,239452.8202,False
2012-08-06T23:00:00,1.05691,1.05979,1.05136,1.05183,231809.0077,1.05735,1.05998,1.05171,1.05205,248724.6113,False
2012-08-07T23:00:00,1.05186,1.05336,1.05001,1.05114,227387.0783,1.05236,1.05363,1.05022,1.05149,239129.3808,False
2012-08-08T23:00:00,1.05111,1.05411,1.04789,1.04844,229987.7111,1.05149,1.05442,1.04807,1.04866,242066.2791,False
2012-08-09T23:00:00,1.04853,1.0489,1.04355,1.04773,236503.529,1.04894,1.04917,1.04381,1.04864,251929.1995,False
2012-08-12T23:00:00,1.0462,1.04745,1.04287,1.04382,214438.308,1.04644,1.04773,1.04308,1.04402,229870.4291,False
2012-08-13T23:00:00,1.0437,1.04581,1.03972,1.04046,235562.986,1.04396,1.04606,1.03994,1.04066,244044.3038,False
2012-08-14T23:00:00,1.04051,1.04173,1.03764,1.039,226599.8949,1.04119,1.04193,1.03782,1.03953,233260.1302,False
2012-08-15T23:00:00,1.03907,1.03937,1.03595,1.03668,210751.0269,1.03958,1.03978,1.03619,1.03688,212234.7735,False
2012-08-16T23:00:00,1.03678,1.03844,1.02923,1.03007,219113.6438,1.03729,1.03868,1.02946,1.03027,219569.9098,True
2012-08-19T23:00:00,1.03136,1.03421,1.02943,1.03226,209238.2846,1.0323,1.03441,1.02956,1.03269,209614.0537,True
2012-08-20T23:00:00,1.03217,1.03747,1.03164,1.0371,242623.8692,1.03239,1.03807,1.03186,1.03794,244888.9067,True
2012-08-21T23:00:00,1.03731,1.04265,1.03294,1.04118,253635.0684,1.03771,1.04291,1.03319,1.0414,256544.5865,False
2012-08-22T23:00:00,1.04123,1.04327,1.03694,1.03749,261107.0276,1.04145,1.04353,1.03716,1.03773,263409.4354,False
2012-08-23T23:00:00,1.03761,1.03807,1.03072,1.03195,246642.3881,1.03796,1.03853,1.03094,1.03218,248132.8939,False
2012-08-26T23:00:00,1.03409,1.03436,1.02682,1.0271,146686.1033,1.03494,1.035,1.02702,1.02728,147146.9158,False
2012-08-27T23:00:00,1.02721,1.02785,1.02127,1.02532,200258.8825,1.02742,1.02805,1.02147,1.02563,199565.4648,False
2012-08-28T23:00:00,1.02526,1.0265,1.02301,1.02378,175607.7785,1.02559,1.02671,1.02318,1.02421,177366.6023,False
2012-08-29T23:00:00,1.0238,1.02564,1.02037,1.021,197666.4804,1.02422,1.02585,1.02058,1.02131,204808.0191,False
2012-08-30T23:00:00,1.02106,1.02438,1.01692,1.01746,204610.0906,1.02139,1.02465,1.01716,1.01894,207070.0595,False
2012-08-31T23:00:00,1.01746,1.01765,1.01746,1.01765,0.0,1.01894,1.01894,1.01789,1.01789,0.0,False
2012-09-02T23:00:00,1.01573,1.01627,1.00921,1.01001,171709.4998,1.01644,1.01668,1.00957,1.01057,177957.9084,False
2012-09-03T23:00:00,1.00991,1.01331,1.00754,1.00781,205406.869,1.01011,1.01352,1.00775,1.00805,213975.9373,True
2012-09-04T23:00:00,1.00785,1.01068,1.0053,1.00942,224814.1112,1.00805,1.01092,1.00551,1.00966,229759.0482,True
2012-09-05T23:00:00,1.00962,1.01348,1.00765,1.01027,236076.1306,1.00992,1.0137,1.00785,1.01051,245632.5008,True
2012-09-06T23:00:00,1.01042,1.01806,1.00972,1.01582,214214.872,1.01098,1.01835,1.00997,1.01606,223166.9919,False
2012-09-09T23:00:00,1.01355,1.01538,1.00983,1.01027,176450.7993,1.01379,1.01569,1.01009,1.01047,189197.4009,True
2012-09-10T23:00:00,1.01027,1.01609,1.00771,1.01526,187037.0353,1.01058,1.01633,1.00795,1.01557,203143.4087,True
2012-09-11T23:00:00,1.01521,1.0219,1.01461,1.02139,214896.1817,1.01564,1.02219,1.0149,1.02161,227274.9901,False
2012-09-12T23:00:00,1.02139,1.02344,1.01782,1.02119,209080.422,1.02161,1.02369,1.01801,1.02141,224348.808,True
2012-09-13T23:00:00,1.02131,1.02725,1.01961,1.02516,219891.02,1.02162,1.02747,1.01984,1.02577,239020.5614,False
2012-09-16T23:00:00,1.02369,1.02449,1.01895,1.02089,208132.4308,1.02391,1.0253,1.01916,1.02115,225645.5317,False
2012-09-17T23:00:00,1.02077,1.0215,1.01556,1.01851,233707.2107,1.02102,1.02183,1.01576,1.01876,248466.7304,True
2012-09-18T23:00:00,1.01861,1.02257,1.01547,1.02092,228370.099,1.01894,1.02279,1.01609,1.02118,243148.3506,False
2012-09-19T23:00:00,1.02107,1.02146,1.01588,1.0193,235726.6114,1.02163,1.02209,1.01614,1.01956,248678.6988,True
2012-09-20T23:00:00,1.01944,1.02486,1.01785,1.02091,225419.0528,1.01977,1.0251,1.01808,1.02116,240345.8697,False
2012-09-23T23:00:00,1.01898,1.02104,1.01864,1.01973,213909.0415,1.01924,1.02174,1.0189,1.01995,216749.9798,False
2012-09-24T23:00:00,1.01997,1.02336,1.0178,1.01865,224833.649,1.02063,1.02379,1.01803,1.01894,233381.3902,True
2012-09-25T23:00:00,1.01864,1.02202,1.01498,1.02187,227504.9799,1.01897,1.02246,1.01539,1.02208,234226.9691,True
2012-09-26T23:00:00,1.02201,1.02678,1.02024,1.02383,217698.5609,1.02246,1.02703,1.0205,1.02414,222609.8808,False
2012-09-27T23:00:00,1.02368,1.0255,1.01943,1.02064,219061.6221,1.02431,1.02575,1.01969,1.02084,220311.5062,False
2012-09-30T23:00:00,1.01965,1.02028,1.01701,1.01754,203985.0992,1.01987,1.02079,1.01755,1.01823,200748.1563,False
2012-10-01T23:00:00,1.0175,1.01861,1.00882,1.01041,215474.475,1.01823,1.01886,1.00905,1.01084,209784.5766,False
2012-10-02T23:00:00,1.01034,1.01046,1.00535,1.00898,219931.1127,1.01055,1.01091,1.00554,1.00941,213870.271,False
2012-10-03T23:00:00,1.00887,1.00951,1.00352,1.00394,221851.6794,1.0095,1.00987,1.00399,1.00415,218334.0398,False
2012-10-04T23:00:00,1.00402,1.0069,0.99447,0.99657,201159.5609,1.00439,1.00712,0.99469,0.9972,197666.164,False
2012-10-07T23:00:00,0.99236,0.99706,0.99199,0.99543,186070.9386,0.99257,0.9973,0.99221,0.99563,179950.9506,True
2012-10-08T23:00:00,0.99532,0.99889,0.99491,0.99826,209045.7072,0.99555,0.99915,0.99513,0.99859,205340.8812,True
2012-10-09T23:00:00,0.99826,1.00481,0.99719,1.00456,210761.0396,0.99844,1.00519,0.99745,1.00504,207060.9386,False
