country_code,year,strike_volume,unemployment,inflation,parliamentary_representation,binaryClass
9,1961.0,589.0,5.7,2.7,11.11,N
9,1962.0,160.0,5.7,4.2,11.11,N
9,1963.0,354.0,6.1,2.5,11.11,N
9,1964.0,794.0,4.7,6.7,11.11,N
9,1965.0,796.0,4.6,5.0,15.27,N
9,1966.0,1129.0,4.7,3.1,15.27,N
9,1967.0,262.0,5.0,3.2,15.27,N
9,1968.0,574.0,5.3,4.7,15.27,N
9,1969.0,1304.0,5.0,7.4,12.5,N
9,1970.0,1405.0,5.8,8.2,12.5,N
9,1971.0,379.0,5.5,9.0,12.5,N
9,1972.0,284.0,6.2,8.7,12.5,N
9,1973.0,277.0,5.7,11.4,13.19,N
9,1974.0,720.0,5.3,17.0,13.19,N
9,1975.0,390.0,7.3,20.9,13.19,N
9,1976.0,1032.0,9.0,18.0,13.19,N
9,1977.0,571.0,8.8,13.6,11.48,N
9,1978.0,765.0,8.2,7.6,11.48,N
9,1979.0,1752.0,7.1,13.2,11.48,N
9,1980.0,480.0,7.3,18.2,11.48,N
9,1981.0,503.0,9.9,20.4,9.04,N
9,1982.0,504.0,11.4,17.1,9.04,N
9,1983.0,382.0,14.0,10.5,9.64,N
9,1984.0,472.0,15.6,8.6,9.64,N
9,1985.0,521.0,17.0,5.4,9.64,N
10,1951.0,437.0,8.8,14.3,37.5,P
10,1952.0,337.0,9.5,1.9,37.5,P
10,1953.0,545.0,10.0,1.4,40.2,P
10,1954.0,493.0,8.7,2.4,40.2,P
10,1955.0,511.0,7.5,2.3,40.2,P
10,1956.0,372.0,9.3,3.4,40.2,P
10,1957.0,407.0,7.4,1.1,40.2,P
10,1958.0,363.0,6.4,3.2,41.4,P
10,1959.0,792.0,5.4,0.0,41.4,P
10,1960.0,483.0,4.0,2.1,41.4,P
10,1961.0,803.0,3.4,2.0,41.4,P
10,1962.0,1799.0,4.4,5.0,41.4,P
10,1963.0,888.0,3.8,6.7,40.2,P
10,1964.0,1256.0,4.2,6.3,40.2,P
10,1965.0,557.0,5.3,4.2,40.2,P
10,1966.0,1163.0,5.7,2.4,40.2,P
10,1967.0,675.0,5.3,1.3,40.2,P
10,1968.0,719.0,5.6,1.2,42.5,P
10,1969.0,2875.0,5.6,2.6,42.5,P
10,1970.0,1566.0,5.3,5.0,42.5,P
10,1971.0,1098.0,5.3,4.9,42.5,P
10,1972.0,1437.0,6.3,5.7,42.7,P
10,1973.0,1698.0,6.2,10.8,42.7,P
10,1974.0,1381.0,5.3,19.1,42.7,P
10,1975.0,1918.0,5.8,17.0,42.7,P
10,1976.0,1774.0,6.6,16.7,48.6,P
10,1977.0,1149.0,7.0,18.5,48.6,P
10,1978.0,702.0,7.1,12.0,48.6,P
10,1979.0,1870.0,7.6,14.8,48.6,P
10,1980.0,1108.0,7.5,21.3,48.6,P
10,1981.0,705.0,7.8,19.5,48.6,P
10,1982.0,1245.0,8.4,16.5,48.6,P
10,1983.0,945.0,9.3,14.6,47.8,P
10,1984.0,591.0,9.7,10.8,47.8,P
10,1985.0,257.0,9.9,9.2,47.8,P
11,1951.0,439.0,1.1,16.5,17.8,P
11,1952.0,1061.0,1.2,5.0,23.6,P
11,1953.0,286.0,1.3,6.6,29.8,P
11,1954.0,249.0,1.7,6.5,29.8,P
11,1955.0,215.0,1.8,-1.0,34.1,P
11,1956.0,262.0,1.7,0.0,34.1,P
11,1957.0,300.0,1.4,3.3,34.1,P
11,1958.0,306.0,1.4,-0.4,35.8,P
11,1959.0,279.0,1.5,1.0,35.8,P
11,1960.0,216.0,1.1,3.6,35.3,P
11,1961.0,259.0,1.0,5.4,35.3,P
11,1962.0,216.0,1.3,6.8,35.3,P
11,1963.0,105.0,1.2,7.7,36.8,P
11,1964.0,115.0,1.2,3.8,36.8,P
11,1965.0,197.0,1.2,6.6,36.8,P
11,1966.0,9.0,1.3,5.1,36.8,P
11,1967.0,60.0,1.3,4.0,36.0,P
11,1968.0,90.0,1.2,5.4,36.0,P
11,1969.0,114.0,1.1,5.2,27.8,P
11,1970.0,118.0,1.1,7.7,27.8,P
11,1971.0,177.0,1.2,6.3,27.8,P
11,1972.0,149.0,1.4,4.9,35.6,P
11,1973.0,127.0,1.3,11.6,35.6,P
11,1974.0,266.0,1.4,23.2,35.6,P
11,1975.0,220.0,1.9,11.8,35.6,P
11,1976.0,88.0,2.0,9.4,33.1,P
11,1977.0,40.0,2.0,8.2,33.1,P
11,1978.0,36.0,2.2,4.2,33.1,P
11,1979.0,24.0,2.1,3.7,35.3,P
11,1980.0,25.0,2.0,7.7,32.9,P
11,1981.0,14.0,2.2,5.0,32.9,P
11,1982.0,13.0,2.4,2.7,32.9,P
11,1983.0,12.0,2.6,1.9,34.1,P
11,1984.0,8.0,2.7,2.3,34.1,P
11,1985.0,6.0,2.6,2.0,34.1,P
12,1951.0,24.0,2.4,11.9,35.0,N
12,1952.0,11.0,3.5,0.0,36.0,N
12,1953.0,10.0,2.5,0.0,36.0,N
12,1954.0,20.0,1.8,4.0,36.0,N
12,1955.0,44.0,1.3,1.9,36.0,N
12,1956.0,68.0,0.9,1.9,38.0,N
12,1957.0,2.0,1.2,6.1,38.0,N
12,1958.0,12.0,2.3,2.2,35.3,N
12,1959.0,4.0,1.8,1.1,35.3,N
12,1960.0,142.0,1.1,2.3,35.3,N
12,1961.0,7.0,0.8,1.3,35.3,N
12,1962.0,3.0,0.5,2.3,35.3,N
12,1963.0,11.0,0.6,3.3,34.0,N
12,1964.0,12.0,0.5,5.8,34.0,N
12,1965.0,15.0,0.5,5.8,34.0,N
12,1966.0,3.0,0.8,5.8,34.0,N
12,1967.0,2.0,1.6,3.5,30.7,N
12,1968.0,4.0,1.4,3.7,30.7,N
12,1969.0,6.0,1.0,7.4,30.7,N
12,1970.0,66.0,1.0,3.7,30.7,N
12,1971.0,25.0,1.3,7.5,31.3,N
12,1972.0,33.0,2.2,7.8,31.3,N
12,1973.0,141.0,2.2,8.0,34.7,N
12,1974.0,2.0,2.7,9.6,34.7,N
12,1975.0,0.0,5.2,10.2,34.7,N
12,1976.0,3.0,5.5,9.1,34.7,N
12,1977.0,57.0,5.3,6.5,37.3,N
12,1978.0,1.0,5.3,4.1,37.3,N
12,1979.0,68.0,5.4,4.2,37.3,N
12,1980.0,13.0,6.0,6.5,37.3,N
12,1981.0,5.0,8.6,6.8,33.3,N
12,1982.0,49.0,11.4,5.9,33.3,N
12,1983.0,26.0,13.7,2.8,35.3,N
12,1984.0,6.0,14.1,3.3,35.3,N
12,1985.0,19.0,12.8,2.2,35.3,N
13,1951.0,2462.0,0.0,11.1,37.5,P
13,1952.0,58.0,0.0,7.8,37.5,P
13,1953.0,38.0,0.0,4.8,37.5,P
13,1954.0,39.0,0.1,4.5,43.8,P
13,1955.0,97.0,0.0,2.6,43.8,P
13,1956.0,43.0,0.1,3.5,43.8,P
13,1957.0,49.0,0.4,2.0,51.2,P
13,1958.0,32.0,0.4,4.4,51.2,P
13,1959.0,49.0,1.2,3.7,51.2,P
13,1960.0,58.0,0.6,0.8,42.5,P
13,1961.0,59.0,0.3,1.8,42.5,P
13,1962.0,141.0,0.1,2.7,42.5,P
13,1963.0,80.0,0.1,1.9,43.8,P
13,1964.0,93.0,0.1,3.4,43.8,P
13,1965.0,29.0,0.1,3.4,43.8,P
13,1966.0,128.0,0.1,2.8,43.8,P
13,1967.0,174.0,0.1,6.1,43.8,P
13,1968.0,166.0,0.8,4.3,43.8,P
13,1969.0,171.0,0.3,4.9,46.4,P
13,1970.0,327.0,0.2,6.6,46.4,P
13,1971.0,191.0,0.2,10.5,46.4,P
13,1972.0,152.0,0.4,6.9,63.2,P
13,1973.0,300.0,0.2,8.1,63.2,P
13,1974.0,198.0,0.1,11.1,63.2,P
13,1975.0,225.0,0.2,14.6,36.8,P
13,1976.0,501.0,0.4,17.0,36.8,P
13,1977.0,437.0,0.3,14.4,36.8,P
13,1978.0,372.0,1.7,12.0,43.5,P
13,1979.0,373.0,1.9,13.7,43.5,P
13,1980.0,362.0,2.2,17.2,43.5,P
13,1981.0,354.0,3.6,15.4,46.7,P
13,1982.0,294.0,3.5,16.2,46.7,P
13,1983.0,324.0,5.6,7.4,46.7,P
13,1984.0,363.0,5.7,6.2,59.0,P
13,1985.0,632.0,4.1,15.4,59.0,P
14,1951.0,37.0,0.8,16.1,56.7,N
14,1952.0,127.0,1.0,8.8,56.7,N
14,1953.0,41.0,0.9,1.9,56.7,N
14,1954.0,104.0,0.8,4.6,53.3,N
14,1955.0,106.0,0.9,1.1,53.3,N
14,1956.0,946.0,1.0,3.6,53.3,N
14,1957.0,26.0,1.6,2.8,53.3,N
14,1958.0,59.0,1.5,4.9,52.7,N
14,1959.0,46.0,1.1,2.2,52.7,N
14,1960.0,2.0,0.9,0.4,52.7,N
14,1961.0,400.0,1.0,2.5,52.7,N
14,1962.0,76.0,1.0,5.3,50.7,N
14,1963.0,210.0,1.2,2.6,50.7,N
14,1964.0,1.0,1.1,5.7,50.7,N
14,1965.0,8.0,0.9,4.3,50.7,N
14,1966.0,5.0,0.8,3.3,46.7,N
14,1967.0,4.0,0.7,4.4,46.7,N
14,1968.0,12.0,1.1,3.5,46.7,N
14,1969.0,19.0,1.0,3.1,46.7,N
14,1970.0,39.0,0.8,10.6,49.3,N
14,1971.0,7.0,0.8,6.3,49.3,N
14,1972.0,9.0,1.7,7.2,49.3,N
14,1973.0,8.0,1.5,7.4,49.3,N
14,1974.0,227.0,1.5,9.4,52.0,N
14,1975.0,9.0,2.3,11.7,52.0,N
14,1976.0,90.0,1.8,9.2,52.0,N
14,1977.0,16.0,1.5,9.0,52.0,N
14,1978.0,39.0,1.8,8.2,52.0,N
14,1979.0,4.0,1.9,4.8,52.0,N
14,1980.0,63.0,1.7,10.9,52.0,N
14,1981.0,17.0,2.0,13.6,52.0,N
14,1982.0,167.0,2.6,11.4,46.7,N
14,1983.0,3.0,3.3,8.4,46.7,N
14,1984.0,61.0,3.0,6.3,46.7,N
14,1985.0,37.0,2.5,5.7,46.7,N
15,1951.0,217.0,1.8,15.8,52.2,N
15,1952.0,32.0,2.4,7.7,52.2,N
15,1953.0,237.0,2.8,1.6,50.0,N
15,1954.0,10.0,2.6,0.8,50.0,N
15,1955.0,63.0,2.5,3.1,50.0,N
15,1956.0,2.0,1.5,4.5,50.0,N
15,1957.0,21.0,1.9,4.4,48.5,N
15,1958.0,6.0,2.5,4.4,50.2,N
15,1959.0,9.0,2.0,0.8,50.2,N
15,1960.0,7.0,1.8,4.1,50.2,N
15,1961.0,1.0,1.7,2.2,51.3,N
15,1962.0,2.0,1.5,4.8,51.3,N
15,1963.0,8.0,1.7,2.9,51.3,N
15,1964.0,11.0,1.6,3.4,51.3,N
15,1965.0,1.0,1.2,5.0,51.9,N
15,1966.0,109.0,1.6,6.4,51.9,N
15,1967.0,0.0,2.1,4.3,51.9,N
15,1968.0,0.0,2.2,1.9,51.9,N
15,1969.0,34.0,1.9,2.7,54.9,N
15,1970.0,45.0,1.5,7.0,54.9,N
15,1971.0,242.0,2.5,7.4,51.4,N
15,1972.0,3.0,2.7,6.0,51.4,N
15,1973.0,3.0,2.5,6.7,51.4,N
15,1974.0,16.0,2.0,9.9,50.0,N
15,1975.0,98.0,1.6,9.8,50.0,N
15,1976.0,7.0,1.6,10.3,50.0,N
15,1977.0,23.0,1.8,11.5,48.4,N
15,1978.0,10.0,2.2,9.9,48.4,N
15,1979.0,7.0,2.1,7.2,48.4,N
15,1980.0,1150.0,2.0,13.7,49.9,N
15,1981.0,54.0,2.5,12.1,49.9,N
15,1982.0,0.0,3.1,8.6,49.9,N
15,1983.0,9.0,3.5,8.9,53.3,N
15,1984.0,8.0,3.1,8.0,53.3,N
15,1985.0,127.0,2.8,7.4,53.3,N
16,1951.0,5.0,0.8,4.8,28.4,N
16,1952.0,7.0,0.9,2.5,27.6,N
16,1953.0,35.0,0.9,-0.6,27.6,N
16,1954.0,15.0,0.8,0.7,27.6,N
16,1955.0,1.0,0.5,0.9,27.6,N
16,1956.0,1.0,0.6,1.5,29.1,N
16,1957.0,0.0,0.4,2.0,29.1,N
16,1958.0,1.0,0.4,1.8,29.1,N
16,1959.0,1.0,0.4,-0.7,29.1,N
16,1960.0,1.0,0.0,1.4,27.6,N
16,1961.0,0.0,0.0,1.9,27.6,N
16,1962.0,1.0,0.0,4.3,27.6,N
16,1963.0,32.0,0.0,3.4,27.6,N
16,1964.0,2.0,0.0,3.1,28.5,N
16,1965.0,0.0,0.0,3.4,28.5,N
16,1966.0,0.0,0.0,4.8,28.5,N
16,1967.0,1.0,0.0,4.0,28.5,N
16,1968.0,1.0,0.0,2.4,28.0,N
16,1969.0,0.0,0.0,2.5,28.0,N
16,1970.0,1.0,0.0,3.6,28.0,N
16,1971.0,3.0,0.0,6.6,28.0,N
16,1972.0,1.0,0.0,6.7,25.5,N
16,1973.0,0.0,0.0,8.8,25.5,N
16,1974.0,1.0,0.0,9.8,25.5,N
16,1975.0,1.0,0.4,6.7,25.5,N
16,1976.0,8.0,0.7,1.7,29.5,N
16,1977.0,2.0,0.4,1.3,29.5,N
16,1978.0,2.0,0.3,1.1,29.5,N
16,1979.0,1.0,0.3,3.7,29.5,N
16,1980.0,2.0,0.2,4.0,27.0,N
16,1981.0,0.0,0.2,6.5,27.0,N
16,1982.0,0.0,0.4,5.7,27.0,N
16,1983.0,2.0,0.9,3.0,27.0,N
16,1984.0,0.0,1.1,2.9,24.0,N
16,1985.0,0.0,0.9,3.4,24.0,N
