CountryID,Gender,ageRDATE,p2sumstake,p2sumbet,p2sumday,p2intvday,p2bpd,p2net,p2bpd1m,p2stakeSD1m,p2totalactivedays1m,p2stakeSlope1m,DV
792,1,26,41700.1995,2114,86,623,24.58139535,-289.2602,22.58333333,376.3146267,12,0.013626749,0
300,1,33,7138.67,555,63,378,8.80952381,2028.02,7.764705882,61.41356632,17,0.076549883,0
380,1,33,132.0,13,4,132,3.25,9.0,3.333333333,16.0,3,0.255412812,1
276,1,20,228.54,50,8,217,6.25,66.82,7.0,27.38120149,7,0.082173693,0
276,1,42,87918.91,7595,267,698,28.44569288,7868.67,12.08333333,60.95875242,12,-0.25136143,0
250,0,50,54.24,14,6,293,2.333333333,6.4,3.0,4.070408456,4,0.08719483,0
276,1,22,36.59,29,10,194,2.9,1.17,3.666666667,12.85639141,3,-0.693147181,0
276,1,28,1297.97,272,82,690,3.317073171,-62.04,9.6,20.65913841,5,-0.286862963,0
276,1,24,161.57,64,5,57,12.8,0.28,15.25,33.09826884,4,0.00112253,1
276,1,28,3391.77,64,29,470,2.206896552,733.26,6.0,81.31727984,2,-4.069026754,0
276,1,20,446.91,163,23,501,7.086956522,167.71,14.42857143,36.00179711,7,-0.346236952,0
300,1,29,7501.7803,256,59,727,4.338983051,1237.1303,5.333333333,31.63542318,6,0.043219955,0
276,1,47,1863.91,285,56,590,5.089285714,353.26,5.214285714,55.21085198,14,-0.073523483,0
276,1,39,21008.5943,2101,72,146,29.18055556,2134.8343,2.25,98.96471909,4,0.454006687,0
792,1,24,8779.7979,304,27,62,11.25925926,1245.6965,12.05882353,237.3562597,17,0.119074821,0
724,1,29,1639.67,128,12,320,10.66666667,116.79,4.0,23.35387752,7,-0.010905867,0
276,1,43,936.1176,35,10,220,3.5,264.3576,4.0,61.15826464,3,0.399253848,1
724,1,33,654.0,50,14,198,3.571428571,254.75,4.0,55.96476164,11,-0.229551002,0
792,1,28,68307.7494,1283,179,566,7.167597765,7042.7095,8.16,413.2194315,25,-0.01506994,1
792,1,19,98.299,59,18,522,3.277777778,10.6832,3.785714286,6.422424784,14,-0.103957101,0
250,1,20,3152.3302,102,33,290,3.090909091,588.1402,2.0,171.0321607,5,-0.237433137,0
276,1,24,598.93,187,24,325,7.791666667,126.3,20.75,45.93569076,8,-0.2708196,1
250,1,33,61.5,50,5,179,10.0,13.92,12.0,14.8681707,4,0.456959852,0
300,1,28,4249.1,138,51,219,2.705882353,506.77,2.222222222,62.761379,9,0.13037852,1
276,1,39,668.56,768,56,58,13.71428571,87.81,11.82758621,7.680785988,29,-0.032914014,0
724,1,36,667.0,47,6,43,7.833333333,191.3,16.5,47.37615434,2,0.349776202,1
276,1,19,10.1,7,5,632,1.4,-0.16,1.333333333,0.577350269,3,9.62e-18,0
276,1,27,5676.99,494,153,572,3.22875817,1143.63,2.428571429,4.304535261,7,-0.021365731,0
276,1,18,19.0,8,4,368,2.0,-10.3,2.333333333,1.732050808,3,0.279807894,0
276,1,38,171.06,87,20,397,4.35,24.98,4.333333333,4.312377534,6,0.117683033,0
276,1,19,559.31,57,28,275,2.035714286,130.47,1.5,14.14213562,2,-1.098612289,0
40,1,35,672.4,57,12,600,4.75,363.4,1.0,1.767766953,2,-0.693147181,0
276,1,19,1409.23,107,9,401,11.88888889,112.45,10.83333333,117.2359444,6,-0.240062452,1
276,1,27,1710.52,338,98,608,3.448979592,310.71,1.0,3.535533906,2,0.693147181,0
276,0,27,19195.88,1331,143,585,9.307692308,-1018.29,3.428571429,55.51374467,7,0.207755412,0
276,1,19,170.94,141,32,732,4.40625,45.07,1.666666667,0.577350269,3,-0.549306144,0
276,1,39,86459.25,3332,291,659,11.45017182,14909.73,4.0,32.86001056,17,0.07659382,0
276,1,39,12227.47,2465,164,486,15.0304878,2577.02,6.666666667,25.6015839,15,-0.060636273,1
250,1,28,4091.01,343,51,530,6.725490196,146.43,1.0,1.414213562,2,-0.336472237,1
724,1,23,183.0,4,4,141,1.0,98.0,1.0,20.20725942,3,-0.34657359,0
276,0,30,11.24,12,6,228,2.0,2.19,2.0,0.992179419,5,-0.017338023,1
250,1,20,185.0,34,9,414,3.777777778,132.5,5.0,23.21565564,6,-0.009519286,0
300,1,41,2868.56,76,16,330,4.75,730.7,7.0,301.2721761,8,0.271022513,0
276,1,24,1578.48,367,26,32,14.11538462,20.9,14.6,90.9625514,25,0.043078498,0
792,1,25,594.2864,180,29,514,6.206896552,135.3932,5.454545455,10.59290724,11,0.078059235,0
276,0,35,49965.4,498,42,243,11.85714286,2552.58,6.6,357.532953,5,0.027184506,0
642,1,32,1398.32,498,82,577,6.073170732,58.82,4.090909091,10.81444068,11,0.137161074,0
276,0,46,2377.11,429,141,426,3.042553191,373.67,3.277777778,5.423962357,18,-0.043210896,0
276,0,55,19055.03,4154,363,574,11.44352617,1687.0,7.791666667,12.6573517,24,-0.00642803,0
724,1,27,73.41,23,9,461,2.555555556,-10.23,2.0,19.5515025,2,2.546782054,1
40,1,42,735.1,218,58,371,3.75862069,116.07,5.153846154,11.80852435,13,0.032873085,0
276,0,18,1060.06,424,75,396,5.653333333,3.89,4.652173913,21.69300734,23,-0.078630712,0
276,1,20,396.3,61,16,594,3.8125,-9.1,2.166666667,9.579360626,6,0.354653846,0
276,1,21,58.54,17,10,201,1.7,14.73,2.5,0.296984848,2,0.246860078,0
276,1,18,42321.2241,1747,226,671,7.730088496,2356.7341,6.173913043,48.16382576,23,0.054584952,0
276,1,19,750.2,200,14,732,14.28571429,129.74,23.66666667,42.06344414,3,0.501651054,0
276,1,22,729.58,66,14,323,4.714285714,59.58,5.333333333,118.6970935,3,1.543243318,0
276,1,33,322.73,60,18,50,3.333333333,135.88,4.076923077,14.42877996,13,0.025499664,1
792,1,22,3986.8301,1083,234,712,4.628205128,600.4598,6.631578947,14.71407395,19,-0.029540864,0
724,0,27,6392.62,225,57,615,3.947368421,380.03,2.777777778,24.44025732,9,0.052442586,0
300,1,21,6436.7388,183,77,548,2.376623377,351.0188,2.0625,59.62451083,16,-0.088225574,0
250,1,27,190.26,65,17,218,3.823529412,61.46,5.666666667,21.65193146,9,-0.118802802,1
208,1,50,69.7951,27,13,214,2.076923077,-19.3306,2.333333333,3.878898919,3,0.895774317,0
276,1,29,115372.1412,2059,241,567,8.543568465,22160.4712,10.18518519,33.19620909,27,0.032540228,1
276,1,19,10793.3852,523,62,667,8.435483871,1340.7052,10.76,59.81349397,25,0.023872216,0
300,1,24,32035.46,673,66,526,10.1969697,2485.44,22.09090909,560.077971,11,0.24327822,1
276,0,33,321.56,201,14,62,14.35714286,41.24,7.0,13.78545066,5,-0.316451933,0
756,1,25,868.2457,224,18,305,12.44444444,29.9063,20.0,114.3209684,9,-0.331518014,1
276,1,26,11.26,7,4,201,1.75,5.5,1.0,1.060660172,2,-0.916290732,1
300,1,24,2623.45,73,27,330,2.703703704,-265.44,2.0,41.02908755,4,-0.091998759,0
616,1,26,6726.2178,815,209,698,3.899521531,227.7168,3.8,25.73716192,10,0.079743087,0
276,1,20,14951.13,780,224,640,3.482142857,1463.57,8.5,34.84054787,30,0.047095959,0
276,1,49,1383.49,132,50,312,2.64,39.37,2.5,2.940226749,4,0.282270302,1
250,1,34,502.29,69,28,310,2.464285714,-24.87,3.214285714,28.29645523,14,-0.168253351,0
792,1,20,3175.8703,294,43,163,6.837209302,244.4889,10.33333333,135.854268,12,-0.011429002,1
276,1,20,332.35,80,12,216,6.666666667,-20.93,8.25,14.64659915,4,-0.126685542,0
756,1,24,23575.7773,1756,54,143,32.51851852,2312.2112,22.63157895,131.6702674,19,0.013727179,0
792,1,25,202.9569,39,11,66,3.545454545,69.3342,2.75,13.72933167,4,1.198423976,1
616,1,21,589.8523,268,66,480,4.060606061,94.6762,1.2,3.134445981,5,-0.240494138,0
276,1,27,83.99,19,4,351,4.75,38.32,3.666666667,24.29974554,3,-1.088867445,1
250,1,25,23277.7664,1943,295,749,6.586440678,1290.8964,2.615384615,74.94323153,13,0.039941344,0
208,1,18,848.1892,14,5,255,2.8,-12.8044,4.5,6.542788336,2,0.03417045,0
276,1,29,463.62,78,16,600,4.875,101.07,5.0,2.651650429,2,-0.29334781,0
792,1,33,35.5259,25,9,177,2.777777778,10.4996,3.285714286,3.896683865,7,-0.389900797,1
276,1,23,150.97,93,49,319,1.897959184,13.31,3.5,18.69098772,14,-0.127184433,1
380,1,27,39651.862,1994,130,484,15.33846154,1469.772,4.8125,13.40233274,16,0.064513345,0
208,1,27,73.5963,7,6,229,1.166666667,-35.8766,1.5,15.63179748,2,-1.652691028,1
380,1,42,1010.29,1661,170,511,9.770588235,345.79,18.10714286,9.326652314,28,-0.073937618,1
756,1,34,1219.2,133,25,366,5.32,-50.33,3.0,16.60097152,8,0.104598598,1
250,1,23,61.0,66,15,56,4.4,11.88,1.5,0.678101341,8,-0.07692224,0
724,1,29,10256.4283,553,144,709,3.840277778,401.9283,2.5,6.433959382,4,-0.802244595,0
792,1,39,557.1057,311,44,435,7.068181818,46.9819,6.9375,14.62799685,16,0.159057221,0
616,1,20,18206.4227,1651,173,728,9.543352601,972.9615,5.875,29.21570046,8,0.517609158,0
250,1,32,204.81,72,30,451,2.4,105.94,1.75,1.87209998,4,-0.061485136,0
276,0,39,1201.46,303,29,524,10.44827586,518.52,2.916666667,41.6037176,12,0.189449326,0
276,0,37,28.8,41,17,426,2.411764706,9.1,1.0,0.077781746,2,0.198850859,0
276,1,30,19.64,12,6,381,2.0,2.68,1.666666667,1.732050808,3,1.92e-17,0
300,1,29,174.85,41,11,480,3.727272727,27.33,4.375,9.171751566,8,-0.279234494,0
276,1,23,9930.37,558,51,683,10.94117647,1131.17,1.5,0.353553391,2,-0.693147181,1
276,1,25,3990.58,432,61,682,7.081967213,4.09,12.0,117.3934929,8,0.448817207,0
276,1,28,1397.76,204,14,258,14.57142857,78.3,18.85714286,79.42608451,7,-0.21756423,0
276,1,40,47673.2,6510,192,313,33.90625,5977.23,19.31578947,71.25826568,19,0.110380279,1
276,0,24,127.24,178,36,650,4.944444444,20.13,2.222222222,0.726706803,9,-0.015133722,0
276,1,26,20248.8001,1008,81,311,12.44444444,1336.2001,9.555555556,18.98021214,9,0.082943764,1
276,1,23,2009.7,107,47,526,2.276595745,166.66,1.4,1.303840481,5,-0.102165125,0
196,1,26,331.7651,132,45,273,2.933333333,59.3351,1.0,0.046188022,3,-0.041690804,1
705,1,25,1409.0,128,13,76,9.846153846,117.46,13.16666667,141.508159,6,-0.123716561,0
276,1,33,501.76,198,31,408,6.387096774,77.88,10.58333333,19.04439789,12,-0.150931287,0
276,1,18,5340.31,1575,91,197,17.30769231,309.84,26.22222222,25.62284921,18,0.094563399,1
40,1,18,3618.93,425,30,80,14.16666667,424.49,19.85,276.8865801,20,-0.107025232,0
616,1,21,98.3679,93,7,317,13.28571429,20.8838,3.666666667,2.684255708,3,0.911283974,1
300,1,31,148.48,11,6,425,1.833333333,95.03,2.0,6.557438524,3,0.381070026,0
276,0,36,8107.12,249,52,547,4.788461538,1692.35,4.476190476,80.2598538,21,0.005325214,0
826,1,21,5900.56,375,42,55,8.928571429,-238.95,12.57142857,302.7174282,21,-0.114269792,0
276,1,21,150898.4008,2476,420,738,5.895238095,6778.6008,13.04545455,94.26460879,22,-0.034802748,0
616,1,31,69.9144,15,6,338,2.5,22.018,3.25,27.31360063,4,-0.469462659,0
40,1,60,59037.5899,878,54,563,16.25925926,13.3599,18.21052632,1266.891901,19,-0.041986566,0
276,1,41,11258.0,1160,71,629,16.33802817,1031.6,20.33333333,135.7731642,21,0.015028304,0
276,1,24,238.99,152,8,691,19.0,-7.1,3.5,24.74873734,2,-1.504077397,0
756,1,26,139.0378,56,7,509,8.0,68.6091,4.666666667,6.610077779,3,-1.156304584,0
276,1,24,3126.853,1223,152,639,8.046052632,393.663,13.94117647,32.17116117,17,-0.028249982,0
756,1,27,457.83,105,8,188,13.125,32.07,17.6,60.71246396,5,-0.097864339,0
276,1,30,50.98,16,7,370,2.285714286,30.23,2.666666667,9.598270678,3,0.393773928,0
792,1,23,126.5756,45,20,449,2.25,49.1049,3.5,3.835372246,4,-0.019445246,1
276,1,22,15.0,7,6,210,1.166666667,-0.14,1.25,0.577350269,4,0.277258872,0
792,1,22,4899.7518,110,23,459,4.782608696,220.8133,9.166666667,312.0803555,6,-0.02403067,1
276,1,52,28887.7681,1329,168,336,7.910714286,619.6881,6.473684211,51.62384593,19,-0.020635968,0
276,1,32,527.51,199,41,580,4.853658537,58.32,5.333333333,9.507684611,6,-0.405699484,0
616,1,25,1115.265,119,33,148,3.606060606,8.7153,3.578947368,40.06154484,19,0.074108969,0
276,1,24,6306.83,80,33,220,2.424242424,323.12,1.0,149.0683289,6,0.325407019,1
276,1,43,802.25,164,60,334,2.733333333,-89.75,3.75,6.75,4,-0.107451474,0
276,1,21,33478.9665,922,74,492,12.45945946,1921.3065,2.25,28.74021573,4,0.232753783,0
250,1,30,1226.6,103,41,449,2.512195122,455.32,2.166666667,51.10251135,6,-0.711244146,1
276,1,21,233.26,36,16,449,2.25,137.16,5.0,7.283199846,2,-0.708035793,0
276,1,33,78088.8,3842,127,515,30.2519685,-1494.79,28.32258065,60.861005,31,0.014252264,1
196,1,19,423.0,37,11,64,3.363636364,37.75,3.6,56.68832919,10,0.09839925,1
276,1,51,5423.35,734,241,380,3.045643154,267.01,1.571428571,1.714727416,14,-0.075064504,0
792,1,34,58487.3413,1479,124,623,11.92741935,5946.7501,4.7,432.1960375,10,0.254505011,0
40,1,20,7283.26,98,17,349,5.764705882,300.97,5.0,134.3856438,2,-2.618298679,1
792,1,26,408.5221,71,16,381,4.4375,41.1098,5.5,77.56947247,2,-1.86075476,0
208,1,18,105.0131,142,35,350,4.057142857,35.8385,3.5,4.235736179,14,-0.057534219,0
276,1,26,1217.0002,631,60,558,10.51666667,250.2202,20.0,6.843685654,4,-0.269121411,0
276,1,20,208.91,96,34,342,2.823529412,-7.0,4.8,11.01949895,15,-0.242911004,0
756,1,35,29325.5592,673,138,327,4.876811594,3533.4201,1.416666667,135.4821737,12,-0.195693927,1
276,1,25,177.7,35,28,362,1.25,40.35,1.166666667,2.041241452,6,0.019804205,0
276,1,22,17.48,13,4,230,3.25,15.83,3.666666667,3.163879475,3,0.659542806,1
276,1,19,17672.4933,457,76,721,6.013157895,1497.7933,5.461538462,374.8759271,13,0.064522928,0
208,1,31,707.1551,319,36,305,8.861111111,45.8364,14.27777778,28.33567746,18,-0.079627237,0
276,1,23,11140.84,3772,221,604,17.0678733,528.17,25.42857143,12.46136888,7,0.026462335,0
300,1,29,7.64,7,4,89,1.75,0.88,1.666666667,1.194375709,3,-0.560867353,1
208,1,22,1276.7407,25,14,315,1.785714286,497.3882,1.333333333,264.2819565,3,1.007506986,1
276,1,22,1076.192,184,36,144,5.111111111,174.092,3.0,26.84250262,6,0.031497553,1
276,1,25,14487.6482,329,39,544,8.435897436,-126.1618,11.75,380.623647,4,1.206536574,0
616,1,24,486.2508,24,14,348,1.714285714,-23.0451,1.6,26.12667387,5,-0.628133116,0
616,1,20,178.6569,145,35,172,4.142857143,35.0844,6.066666667,4.625477174,15,0.033812737,1
276,1,47,733.51,271,51,258,5.31372549,114.61,5.571428571,15.21463653,14,0.191734811,1
578,1,38,6398.7618,421,42,350,10.02380952,2001.9016,20.41666667,92.10116916,12,-0.0831077,1
616,0,18,91.2733,90,22,363,4.090909091,-4.33,3.5,2.298379882,2,1.987768152,0
276,1,23,17.01,13,8,362,1.625,2.55,1.714285714,2.387267815,7,-0.009742131,0
276,1,27,9004.22,541,96,380,5.635416667,491.87,2.0,5.291502622,3,0.895879735,0
208,1,31,279.06,44,10,474,4.4,-51.53,6.6,52.58769314,5,-0.342900198,0
276,1,19,171502.31,5146,307,563,16.76221498,1298.4,24.96774194,276.8308411,31,0.070985658,0
300,1,32,28.33,6,4,42,1.5,28.33,1.666666667,9.800321423,3,1.497866137,0
792,1,24,1379.9475,271,32,127,8.46875,175.6724,8.043478261,41.19234205,23,-0.027475562,1
276,1,32,286.85,69,12,585,5.75,50.46,7.833333333,21.99812757,6,-0.505401052,0
792,1,18,83.3529,47,14,403,3.357142857,15.5059,2.571428571,5.691641769,7,-0.424245432,0
276,1,22,89.2,108,37,487,2.918918919,12.94,3.166666667,1.125462868,6,-0.053498941,0
470,1,23,3231.97,508,76,484,6.684210526,140.25,9.555555556,11.39906953,9,-0.050953111,0
792,1,29,81275.8073,830,118,322,7.033898305,10530.9155,1.5,31.5936724,2,-5.840358282,1
724,1,27,128857.53,1827,201,330,9.089552239,14059.61,5.176470588,59.19615604,17,-0.041868872,1
40,1,42,409.0,23,11,363,2.090909091,218.5,2.2,46.45236509,10,0.257042839,0
276,1,31,762.4,754,116,590,6.5,72.39,15.25,12.19926168,28,-0.057788974,0
196,1,22,299.79,225,31,101,7.258064516,16.68,8.842105263,12.92740258,19,0.035746241,1
276,1,27,77.27,114,19,53,6.0,4.58,6.5,5.342293444,12,-0.031889812,1
792,1,26,475.8722,54,11,389,4.909090909,45.2327,5.833333333,25.35739572,6,0.442747264,1
276,1,31,3050.54,110,18,152,6.111111111,334.0,12.0,242.5376259,2,-1.959781746,1
191,1,40,391628.331,2724,252,502,10.80952381,19886.281,8.833333333,885.4140533,30,-0.001497862,0
276,1,19,191.9,83,11,430,7.545454545,17.83,14.8,22.81819888,5,0.740234784,0
276,1,42,66.26,20,7,213,2.857142857,13.23,2.8,8.217542212,5,-0.853062853,0
276,1,21,5275.1109,1393,125,409,11.144,711.8209,26.0,20.30816741,12,0.036953853,1
616,1,18,48.9554,45,12,209,3.75,8.906,1.8,1.382035567,5,-0.049809457,1
300,1,29,1834.56,196,71,390,2.76056338,420.32,3.0,7.972458843,3,-0.385017109,1
380,1,22,22.3,15,11,271,1.363636364,12.32,1.4,0.707106781,5,0.057536414,0
616,1,22,5486.305,198,25,471,7.92,467.1087,11.88888889,121.8036127,9,0.145803759,1
380,1,46,11143.41,4103,396,647,10.36111111,1361.42,1.166666667,5.477225575,6,0.099021026,0
276,1,54,83.05,58,30,553,1.933333333,8.6,1.0,0.070710678,2,-0.051293294,0
276,1,32,2477.85,424,30,129,14.13333333,394.45,26.42857143,163.9512455,14,-0.114938499,1
276,1,26,53.0,13,4,50,3.25,15.4,5.0,14.8492424,2,-0.961411167,0
276,1,50,16303.1,3478,247,727,14.08097166,4083.75,23.36,53.20181102,25,0.029425911,0
616,1,23,24.5548,40,5,472,8.0,2.3224,10.66666667,3.227709264,3,0.147587775,0
705,1,32,19.0,8,5,40,1.6,-17.24,1.666666667,0.577350269,3,9.62e-18,1
250,1,31,75.49,35,10,319,3.5,23.36,5.6,3.309078422,5,-0.037469345,0
276,1,27,21.5,14,6,346,2.333333333,6.0,3.333333333,3.055050463,3,-0.549306144,1
276,1,30,163672.7945,10424,391,609,26.65984655,-3531.1655,15.36363636,39.21099644,11,-0.125536975,0
276,1,21,7115.75,446,55,712,8.109090909,717.61,2.428571429,41.47173449,7,-0.344831084,0
276,1,20,3155.52,535,85,483,6.294117647,257.99,6.4,14.68786347,10,0.057216986,0
276,1,40,53.15,46,15,715,3.066666667,4.65,3.555555556,4.403462022,9,-0.091741965,0
276,1,21,331.05,173,47,370,3.680851064,91.07,4.666666667,2.280757915,6,-0.229187595,0
276,1,28,110.51,30,16,119,1.875,-3.19,1.5,7.855956339,2,1.880228117,0
792,1,20,1285.1194,85,20,475,4.25,91.3967,1.25,1.422458912,4,-0.073398174,0
276,1,19,30473.75,1585,106,226,14.95283019,3011.15,8.571428571,27.897996,7,-0.008945283,1
752,1,30,279.5125,6,4,169,1.5,77.5948,1.0,55.24858627,2,1.260123115,0
792,1,26,121.3628,26,10,42,2.6,39.2934,2.285714286,6.774617541,7,-0.133937447,0
792,1,18,291.3986,80,37,170,2.162162162,13.0272,2.142857143,3.100304811,7,-0.033628357,0
250,1,28,220.15,37,14,77,2.642857143,9.5,2.666666667,18.60795815,6,0.299352488,0
276,1,37,24143.9,2399,192,456,12.49479167,2857.15,12.0,108.7460698,20,0.019504667,1
250,1,21,80.16,84,7,280,12.0,36.97,14.8,10.00538855,5,-0.307701677,0
276,1,20,770.73,227,30,354,7.566666667,157.42,9.727272727,10.23300649,11,-0.130290612,1
276,1,26,76.0,11,6,371,1.833333333,36.6,3.0,5.656854249,2,-0.310154928,0
276,1,37,1182.25,589,134,535,4.395522388,151.25,1.5,3.92640633,4,0.540386586,0
616,1,29,6571.0097,3380,321,551,10.52959502,383.1065,12.2,45.30362079,30,0.075870472,0
792,1,24,160.7257,14,5,260,2.8,105.5627,3.666666667,32.36962774,3,0.630566148,1
