day,length,weight,count,looped,neighbors,income,label
285,144,0.131947084726958,6953,4196,1,30800000,0
335,0,0.5,1,0,2,50000000,0
49,2,0.5,21,0,2,4888000000,0
51,2,0.25,1,0,2,32048714,0
149,2,0.5,1,0,2,45979456,0
361,0,1.0,1,0,2,90172613,0
192,144,0.17220720173854198,917,0,2,166233951,0
186,0,1.0,1,0,2,203175737,0
66,4,1.0,1,0,1,196436998,0
98,2,0.25,1,0,2,400000000,0
304,144,0.006908367055444229,4452,0,2,48480685,0
274,142,0.0164721542455271,6535,0,1,76381240,0
49,4,2.09625575807003,94,1,1,1540000000,0
305,6,0.00260416666666667,1,0,2,43826401,0
330,144,0.0470296467480938,1673,383,1,59000000,0
181,40,0.0422867063492063,4,0,2,200000000,0
71,144,0.00390625,3628,0,2,48319885,0
327,2,1.0,1,0,2,48586571,0
195,144,1.8695686008922698,3511,0,2,991825303,0
278,142,0.125000000000001,1656,0,1,36926960,0
216,144,0.0309533266039379,1165,0,2,383300000,0
225,0,1.0,1,0,1,36760000,0
208,2,1.0,1,0,2,2224870000,0
139,48,0.5,1,0,2,99608005,0
159,0,1.0,1,0,1,46378989,0
314,58,9.5367431640625e-07,1,0,2,1800350000,0
149,0,0.5,1,0,1,128500000,0
264,6,0.25,1,0,1,32041984,0
361,4,0.125,1,0,2,151886120,0
166,6,1.0,1,0,2,85306062,0
197,144,0.015784712035855,913,913,2,71953991,0
25,144,1.00606036525155,855,0,2,5562955667,0
365,0,0.5,1,0,2,39113151000,0
92,140,3.34449386914657e-05,6311,0,2,1989425053,0
9,6,0.0625,1,0,2,4513000000,0
19,144,0.3764193464009629,8475,6647,5,109949313,0
356,0,0.5,1,0,2,29915513419,0
317,0,0.5,1,0,2,25698228234,0
182,0,0.5,1,0,1,867417387,0
275,14,0.01953125,2,0,2,133299457,0
131,88,7.8491713284465e-09,10,0,2,1685627624,0
159,10,0.0625,1,0,2,49887891,0
210,2,0.25,1,0,2,4324011384,0
1,0,1.0,1,0,1,10000000000,0
322,144,0.00220053159105822,2070,1644,2,479037400,0
285,0,2.0,2,0,4,10007200000,0
1,6,0.5,1,0,2,52250000,0
259,4,1.0,1,0,2,31481490,0
22,12,0.125,1,0,1,512885794,0
18,0,0.125,1,0,1,200000000,0
213,144,2.7764698590708605e-16,1127,0,2,37202613,0
321,144,0.00676151624463164,5716,5661,2,240091416,0
226,0,0.5,1,0,1,3075438213,0
323,0,0.0588235294117647,1,0,1,100000000,0
249,2,1.0,1,0,2,39633300,0
68,52,6.35782877604167e-07,1,0,2,14057105226,0
358,2,0.0121951219512195,2,0,2,1271337046,0
258,2,0.5,1,0,1,47680000,0
99,82,1.3642420526593897e-12,1,1,2,151950000,0
40,16,7.13749060856499e-06,3,3,2,100000000,0
304,0,1.0,1,0,2,204000000,0
240,0,1.0,1,0,2,77350000,0
66,144,1.22437072027297,312,0,4,300176656,0
79,108,0.0009765625,1,0,2,628864205,0
98,4,0.25,2,0,1,500000000,0
36,142,0.21806643279448698,213,5,2,33190000,0
276,10,1.75,4,0,2,1065000000,0
314,22,0.00390625,1,0,1,81000000,0
24,18,0.03125,1,0,1,42041444,0
140,8,0.0885416666666667,6,0,1,100000000,0
154,144,0.025739582441951,4947,0,1,100000000,0
211,0,0.0909090909090909,1,0,2,30000000,0
15,4,0.25,1,0,2,42849433,0
325,2,1.0,1,0,1,95086711,0
183,2,1.0,1,0,2,182522775,0
359,0,0.0048076923076923106,1,0,1,90000000,0
193,144,0.0536737357113526,10552,4039,2,82151000,0
335,18,0.125,1,0,2,163255166,0
282,144,0.116500127971166,3127,0,2,99974180,0
145,44,0.9765625,7,0,2,184653832,0
261,2,0.0714285714285714,1,0,2,124290000,0
246,18,0.03125,1,0,1,131000000,0
62,4,0.25,1,0,2,92224635,0
233,144,0.426848552617516,2085,0,1,395880000,0
268,8,0.5375,43,0,2,4932896633,0
159,4,0.5,1,0,1,96701186,0
49,2,0.25,1,0,2,4642000000,0
34,2,0.0272094174758444,8,0,2,230388501,0
350,4,3.2,16,0,1,32647891,0
288,2,0.25,1,0,1,4736669304,0
9,0,0.5,1,0,2,32490947,0
48,2,0.25,1,0,2,99950000,0
272,144,0.131960720486111,313,0,1,158032165,0
322,144,2.28173721916263,5739,0,2,645125740,0
342,2,0.25,1,0,2,89821762,0
248,20,0.0078125,1,0,2,2489675302,0
129,144,0.021972666459558997,78,0,2,1737189317,0
35,30,1.31640625,7,0,1,15580000000,0
316,18,0.0008680555555555559,1,0,2,288436935,0
170,20,0.25,1,0,2,1349800496,0
289,8,0.125,1,0,2,31913482,0
302,48,8.544921875e-06,7,0,2,567396850,0
307,20,4.340277777777779e-05,1,0,2,1004527030,0
283,4,1.0,1,0,1,56148350,0
211,144,0.25049890248449297,174,0,2,36550000,0
166,0,1.0,1,0,2,206000000,0
36,144,0.00220783652148954,1224,1133,2,119068497,0
245,0,0.5,1,0,2,106633381,0
253,144,0.5000000046669829,3250,3042,4,2874933050,0
207,86,0.000196614311498043,39,0,2,145945728,0
68,32,0.0008112800829603,5,0,2,748593127,0
30,20,0.00021701388888888899,1,0,2,685000000,0
265,12,0.0638586956521739,47,0,1,100000000,0
9,92,0.0046961817383349294,24,24,2,53900000,0
78,0,1.0,1,0,1,116831984,0
25,2,0.00290697674418605,1,0,2,100000000,0
77,134,0.962024623719124,1216,0,2,817272080,0
54,144,2.82770153443995e-09,2663,2477,2,1344749260,0
4,40,0.000959623160794308,33,33,2,78893472,0
251,110,6.65230410439628e-11,11,0,2,146880103,0
145,0,1.0,1,0,2,5548000000,0
93,22,0.125,1,0,2,4261000000,0
329,0,1.0,1,0,2,100000000,0
362,144,0.08144173229960001,3473,0,2,94583072,0
166,4,0.05,1,0,2,2438645562,0
33,0,1.0,1,0,2,52200000,0
108,2,0.5,1,0,2,212990000,0
80,120,0.24990971960803,6820,0,2,66993803,0
48,0,1.0,1,0,1,378705058,0
52,0,1.0,1,0,1,288330000,0
287,0,1.0,1,0,1,34000000,0
61,144,1.6325958438940802e-15,617,0,1,101140000,0
42,0,1.0,1,0,2,950230649,0
103,0,0.5,1,0,2,100000000,0
191,0,0.1,1,0,1,200000000,0
167,8,0.03125,1,0,2,165292334,0
352,144,0.0595238095238095,2165,0,2,1192650000,0
118,144,0.000653344435347079,3327,3013,2,3221668033,0
116,0,1.0,1,0,1,48459873,0
340,16,0.03515625,2,0,1,55800000,0
98,144,1.52587890625e-05,1,0,2,12695614685,0
156,134,0.0009765625,1,0,1,1412261942,0
306,144,0.564081290137688,6119,1,4,397864963,0
159,128,3.76463344943289e-06,1019,0,2,2800700000,0
88,2,0.25,1,0,1,4000000000,0
3,44,1.41132317717023e-36,1,0,2,88184675,0
34,144,0.0277083333333367,4383,0,2,100000000,0
69,144,0.848178876053382,6113,1,1,60000000000,0
295,144,0.0225240084442964,4120,3343,2,116993000,0
24,0,1.0,1,0,2,1139097269,0
111,0,1.0,1,0,1,44680000,0
133,144,0.196188854060825,1410,0,2,285867327,0
174,0,1.0,1,0,1,31846730,0
274,16,0.5,1,0,2,1334987846,0
144,6,0.5,1,0,1,386394068,0
15,120,3.0357660829594097e-18,1,1,3,712972289,0
114,2,0.25,1,0,1,117448616,0
263,14,1.0,1,0,2,202560000,0
333,0,0.5,1,0,1,200000000,0
21,0,0.5,1,0,1,4900000000,0
279,8,0.552083333333333,5,2,2,353254019,0
353,34,0.0625,1,0,2,33663989,0
168,144,0.0706716846590509,1956,1289,3,91139770,0
107,2,0.5,1,0,1,7700000000,0
236,62,0.045974050405280006,57,0,1,99459596,0
290,144,0.0219853698969182,6217,0,2,52000000,0
243,2,0.25,1,0,1,295031149,0
258,144,0.37712878950808704,2637,0,2,94267406,0
301,0,0.166666666666667,1,0,2,99900000,0
243,2,0.0196590118302018,61,0,1,127000000,0
263,10,1.56944444444444,9,0,1,140721200,0
50,100,3.1753289640806803e-16,1,0,2,1115440697,0
268,22,0.000244140625,1,0,1,30123474,0
218,144,0.110647408071481,1113,1112,4,5152206000,0
75,0,0.5,1,0,1,85367800,0
275,2,0.5,1,0,2,159000000,0
167,2,0.5,1,0,1,510000000,0
233,0,1.0,1,0,2,75655689,0
227,0,0.5,1,0,2,402475043,0
86,144,0.0126670819202571,2245,2220,2,1512298900,0
265,2,0.125,1,0,1,57354429,0
330,52,0.0001220703125,1,0,2,1457197092,0
213,132,4.6485284757283e-13,46,0,2,158217989,0
14,22,0.0170454545454545,4,0,1,47224064,0
9,4,0.02,1,0,2,75564388,0
72,48,0.5009765625,2,0,2,974000000,0
1,12,1.0,1,0,2,67243832,0
21,50,3.1009071914850397e-09,1,0,1,116156606,0
48,60,1.0,1,0,2,910120000,0
246,6,1.0,1,0,2,850000000,0
114,0,0.0909090909090909,1,0,1,107000000,0
125,128,0.039541685815416,3356,0,2,51980880,0
280,114,0.0408598888550146,3504,0,1,412887883,0
302,2,1.0,1,0,2,376473728,0
124,4,0.25,1,0,2,813401620,0
334,62,0.5706787110754741,17,0,3,76358431,0
19,4,1.0,1,0,1,1542217898,0
267,144,0.0952894904395937,1640,0,2,174330000,0
351,0,0.0666666666666667,1,0,1,244941856,0
135,0,1.0,1,0,1,348990000,0
6,10,0.015625,1,0,1,108000000,0
209,66,0.0745949076131687,6,0,2,1362921949,0
215,0,1.0,1,0,1,496000000,0
244,0,0.5,1,0,2,420000000,0
244,4,0.25,1,0,2,7855931345,0
324,0,1.0,1,0,1,26000000000,0
279,144,0.00010058132069769001,2391,2385,2,63695587,0
171,144,0.0585949949807811,457,0,2,49199605,0
320,4,0.5,1,0,1,41626110,0
52,0,1.0,1,0,2,1856000000,0
34,144,0.9747324663561079,2242,2006,4,100610574,0
167,0,0.5,1,0,2,700000000,0
360,144,0.25950124898209304,6040,549,2,149559020,0
132,14,0.00246527777777778,4,0,2,243912648,0
233,144,0.0340808202362605,2087,2012,2,538731400,0
338,52,0.0381944444444444,3,0,1,41420094,0
310,4,1.0,1,0,2,120895553,0
284,0,1.0,1,0,2,34292444,0
310,0,1.0,1,0,2,41310541,0
127,144,0.15569455470603302,5970,0,1,133150000,0
344,40,1.0,1,0,2,2125232959,0
303,144,0.0230535528712631,1221,1197,4,1418210000,0
362,2,0.25,1,0,2,84643400,0
156,106,1.65626100389024,35,0,4,200000000,0
329,4,0.0833333333333333,1,0,2,930284673,0
305,0,1.0,1,0,2,100000000,0
222,0,0.5,1,0,2,4511417679,0
162,2,1.0,1,0,2,797564248,0
135,2,0.5,1,0,1,38436400,0
33,2,0.25,1,0,1,1075000000,0
73,8,0.0625,1,0,1,1021000000,0
287,0,1.0,1,0,2,265394033,0
225,14,0.0277777777777778,3,0,2,44311003635,0
283,10,0.13734567901234598,3,0,1,66605194,0
178,0,0.5,1,0,2,44800000,0
181,8,0.5,2,0,2,30195000,0
66,2,0.0166898470097357,51,0,1,113000000,0
352,2,0.04,1,0,2,127720962,0
26,56,0.0298611111111111,3,0,2,160398624,0
87,92,3.63797880709171e-12,1,0,2,609700000,0
112,8,0.03125,1,0,1,150683598,0
299,2,0.25,1,0,2,48000000,0
344,2,0.0230880230880231,72,0,2,166000000,0
286,8,0.03125,1,0,2,183602802,0
185,2,0.5,2,0,2,2599000000,0
172,4,0.25,1,0,2,49136208641,0
300,2,0.25,1,0,1,200000000,0
325,126,0.12108775971295699,8070,0,2,33548617,0
314,144,0.0023569434191901897,6569,6488,2,3472479163,0
322,10,0.125,1,0,2,86617815,0
345,16,1.33333333333333,7,0,2,1855311594,0
234,56,0.0625,1,0,2,9237545442,0
227,144,0.026928091489772998,585,0,2,182380000,0
287,2,0.005102040816326529,1,0,2,99000000,0
315,0,0.5,1,0,1,93506833,0
239,144,0.420712095508843,3003,0,2,99990000,0
90,144,0.0197405861924089,1754,1754,2,38447374,0
32,76,1.0,1,0,2,947200000,0
282,0,0.5,1,0,2,3533544856,0
350,0,0.5,1,0,1,4532593049,0
289,0,0.125,1,0,2,158190000,0
181,0,1.0,1,0,1,1555543306,0
295,6,0.5,30,0,2,3862361935,0
276,10,0.015625,1,0,2,790000000,0
123,98,4.65661287307739e-10,1,0,2,26289436078,0
174,144,0.0134225364792391,1215,1194,2,972121619,0
152,0,0.0384615384615385,1,0,2,100740893,0
310,6,0.03125,1,0,2,93980000,0
202,6,0.3125,2,0,2,708171464,0
267,144,0.002073875371514,2150,2145,2,76576595,0
26,144,0.0269827993325218,2941,2594,2,4896732025,0
6,2,1.0,2,0,2,5000000000,0
296,10,2.4112654320987697e-05,1,0,2,66106010,0
169,48,0.484375,6,0,2,58630000,0
225,8,0.03125,1,0,2,1610658884,0
328,144,6.75692879674478e-05,2384,2370,2,88900000,0
322,86,0.125,1,0,2,1280840617,0
281,2,0.25,1,0,1,100000000,0
353,0,0.00684931506849315,1,0,1,216478068,0
217,2,1.0,1,0,2,104548401,0
216,10,1.0,1,0,2,169246420,0
331,2,0.166666666666667,5,0,2,700000000,0
206,12,1.0,1,0,2,258915660,0
137,6,0.125,1,0,2,161994438,0
142,18,0.523777173913043,24,24,3,326000000,0
353,0,0.5,1,0,1,6123675214,0
124,2,0.5,1,0,1,361604792,0
2,18,0.0716145833333333,5,0,2,200000000,0
38,136,0.00010220900274034499,16,16,2,711979410,0
209,40,0.149743398030599,6,0,2,200010000,0
254,40,0.0625,1,0,2,11599893209,0
191,144,2.3213086864509302e-05,1249,1248,2,43821432,0
231,0,0.5,1,0,1,188855919,0
180,10,0.3125,8,0,2,97711104,0
91,144,0.00277557561620876,4109,0,2,31388888,0
23,144,0.16678607833597,1475,1475,2,166200000,0
252,144,0.153831554839137,2040,1,2,56629655,0
121,144,0.0053918386126342605,1012,868,2,104400000,0
166,4,0.25,3,0,2,19498000000,0
233,2,0.25,1,0,2,6999950000,0
102,144,1.36861073512512,5427,1558,8,1706789642,0
224,2,0.166666666666667,1,0,2,98768413,0
164,0,0.5,1,0,2,87658868,0
254,6,0.1,1,0,2,59825145,0
94,0,0.5,1,0,2,70008482,0
350,6,0.5,2,0,2,1446727724,0
287,2,0.25,1,0,2,200000000,0
243,144,0.475903061097348,5288,0,2,1233148392,0
342,2,1.0,1,0,2,53373000,0
11,0,1.0,1,0,1,103694258,0
223,144,0.0362955732993426,335,0,2,366474697,0
162,42,2.06213422463899,82,0,1,1200000000,0
231,50,0.295691140139187,48,48,2,798950000,0
362,120,0.0109023745555777,724,724,2,74760088,0
97,6,0.125,1,0,2,76579000,0
96,38,0.0188253982659595,51,51,2,1600000000,0
119,20,1.0,1,0,2,60599212,0
46,144,0.000946969697007981,1525,1403,2,65693194,0
43,0,1.0,1,0,2,99970000,0
314,2,0.25,1,0,1,3540435768,0
71,0,1.0,1,0,2,1420000000,0
51,0,0.5,1,0,1,133118345,0
36,6,1.5,2,2,3,599999999,0
59,18,0.08544921875,2,2,4,126000000,0
18,2,0.5,2,0,2,497513504,0
230,34,7.62939453125e-06,1,0,1,588000000,0
320,2,1.0,1,0,2,2485145077,0
221,2,0.0416666666666667,1,0,1,41639287,0
296,24,0.0625,1,0,2,568210433,0
273,2,1.0,1,0,2,171558049,0
10,2,0.0416666666666667,1,0,1,50000000,0
71,0,0.5,1,0,2,508824720,0
262,144,0.473814150705732,2204,0,2,11999990000,0
236,144,0.12899716783357199,42,0,2,93240000,0
102,144,2.43122641368675e-09,1215,472,2,122375057,0
111,144,0.00292640261327391,5491,5318,2,204045000,0
221,0,1.0,1,0,1,77674856,0
295,0,1.0,1,0,1,4888521901,0
301,8,0.125,1,0,2,2109291670,0
279,144,0.0008374645928675781,1910,1536,2,46475045,0
351,12,0.514189708141321,24,0,3,152317208,0
80,2,0.000539956803455724,1,0,2,55232127,0
102,88,0.5625,2,0,2,388492000,0
168,4,0.0357142857142857,1,0,2,84300000,0
16,4,0.1,1,0,2,43328400,0
226,0,1.0,1,0,1,17694011497,0
341,0,1.0,1,0,2,1592000000,0
85,144,0.11061002718988801,5718,0,1,1095890000,0
277,96,0.0948618446206171,70,0,1,64311887,0
216,0,0.5,1,0,2,1140893130,0
138,6,0.125,1,0,1,200000000,0
92,144,0.0374872698102679,612,0,2,169000000,0
26,4,1.0,1,0,1,7140363784,0
158,144,0.0971249552298135,994,0,2,3978603701,0
138,14,0.540922619047619,48,0,2,5329000000,0
60,30,0.0010127314814814801,28,0,2,203000000,0
154,8,0.00138888888888889,1,0,2,49500000,0
113,4,1.0,1,0,2,40972317,0
104,144,0.0183552699710516,3335,3316,2,94280000,0
53,144,0.231648763323749,3043,1660,2,200000000,0
332,136,1.86264514923096e-09,1,0,2,27821746607,0
210,144,1.03752463335255,899,0,2,1388495856,0
289,92,3.7252902984619103e-09,1,0,1,78000000,0
188,6,1.375,11,0,1,212414133,0
82,144,0.0518047455598582,705,0,1,42333418,0
67,10,0.5,1,0,2,61676000,0
278,144,0.000101226470059325,4225,0,2,1251057997,0
204,46,1.0,1,0,2,184299686,0
190,0,0.5,1,0,1,269000000,0
213,24,0.00390625,1,0,1,52959605,0
206,50,0.0009765625,1,0,2,498391439,0
112,0,0.5,1,0,2,100000000,0
353,144,0.0626395089285714,904,0,2,2760945610,0
276,144,1.7291312488404,6451,6450,3,223456811,0
229,0,0.111111111111111,1,0,2,231310000,0
331,8,0.0625,1,0,2,500000000,0
290,30,0.0009042245370370369,3,0,2,35700000,0
333,36,0.000244140625,1,0,2,1338220580,0
105,0,1.0,1,0,1,31188982,0
224,124,0.458853607232367,1336,7,3,110000000,0
11,8,0.075,10,0,2,8335905466,0
192,8,0.1125,4,0,1,1219578954,0
110,30,0.0390625,2,0,2,138478708,0
176,144,3.4784156416761296,2078,0,1,1083899338,0
304,76,0.0625,1,0,2,42995083,0
110,128,0.0695817726527495,6646,0,2,636298187,0
250,0,1.0,1,0,2,5000150000,0
120,144,0.017361145153856998,931,0,2,126576667,0
330,14,0.00520833333333333,1,0,2,57416060,0
65,0,1.0,1,0,2,100000000,0
344,144,0.10616305354741498,5124,0,2,6914080000,0
222,4,0.09375,2,0,1,190252324,0
124,12,0.625330650607834,28,0,3,491900000,0
68,76,0.1964111328125,2,1,5,695000000,0
245,0,1.0,1,0,2,1237318800,0
26,30,1.0,1,0,2,1496837951,0
42,0,0.1,1,0,1,142736289,0
35,0,0.5,1,0,1,755904027,0
197,20,0.0078125,1,0,2,31935343193,0
357,18,0.00390625,1,0,2,5143665874,0
126,2,2.0,1,1,2,108808726,0
165,144,0.0615954402305707,3018,0,2,870000000,0
119,0,1.0,1,0,1,253109895,0
122,2,0.25,1,0,1,150000000,0
169,100,0.015625,1,0,2,34922487,0
270,144,0.259815923476319,1644,0,2,1043545400,0
336,82,0.312500000000002,3,0,2,80456263,0
16,16,0.00694444444444444,1,0,2,77456855,0
121,118,0.5,1,0,2,75008988,0
132,144,0.234478334728094,5424,0,2,3999950000,0
13,26,1.0,1,0,2,31750000000,0
153,0,1.0,1,0,1,41487058,0
277,2,0.0625,1,0,2,66067175,0
361,144,6.6574238836352695,955,937,19,791407775,0
168,0,0.5,1,0,1,188813529,0
205,2,0.25,1,0,1,101200000,0
335,0,0.5,1,0,1,96924786,0
17,2,0.0157099697885196,56,0,1,723000000,0
48,0,1.0,1,0,2,32000000,0
41,2,0.5,1,0,1,3599000000,0
34,4,0.0333333333333333,1,0,1,77214892,0
63,18,0.1875,3,0,2,73114075,0
140,74,0.5,1,0,2,445295000,0
49,144,5.918466269312231,4024,4024,27,2503605000,0
229,30,0.0125686008867496,11,11,2,682118000,0
286,144,0.0334735226750851,2039,2030,2,65021725,0
251,68,2.35701195987654e-05,2,0,2,577418015,0
59,0,1.0,1,0,2,102247339,0
132,54,0.03376182413123,9,1,1,33251596,0
133,2,0.111111111111111,1,0,2,99094132,0
54,0,1.0,1,0,1,498000000,0
230,2,2.0,2,1,2,2458000000,0
228,144,0.0071793042958442,673,0,2,2601640000,0
318,144,0.0162608239717634,4397,3581,2,546351260,0
283,0,0.1,1,0,2,135592790,0
92,144,0.000259183876680367,61,0,1,64311818,0
165,2,1.25,2,0,4,3732940000,0
315,10,0.0017671130952381,2,0,1,100000000,0
222,0,1.0,1,0,1,127082747,0
328,144,0.0296428790538138,4757,0,1,49990000,0
67,0,0.5,1,0,1,52012547,0
219,144,7.53876569923684e-07,8361,0,2,49796745,0
217,22,0.03125,1,0,2,126008109,0
213,0,0.5,1,0,1,50000000,0
257,12,0.0153846153846154,1,0,2,173493005,0
194,60,6.103515625e-05,1,0,2,3604704845,0
185,144,1.5893258115549698,675,0,3,278600000,0
7,16,0.001953125,1,0,2,2148000000,0
310,144,0.00242567633429443,6070,5638,2,452730000,0
271,64,9.9702314897017e-07,46,0,2,632224726,0
126,144,0.0149475063104056,1460,1460,2,468800000,0
195,144,0.00416674878694793,972,951,2,107297000,0
180,0,1.0,1,0,2,2047795064,0
293,32,0.125,1,0,2,240264099,0
221,62,0.0877302761325858,104,0,1,171690000,0
265,0,1.0,1,0,1,42080000,0
125,144,1.33721498220774,5897,0,1,162000000,0
101,60,1.25000005960464,6,0,2,7734152439,0
188,24,0.0208333333333333,1,0,2,117290000,0
137,6,1.08333333333333,9,2,1,32571237,0
330,20,0.000578703703703704,3,0,2,7092252418,0
188,60,0.0335657684891312,30,0,2,854915238,0
277,144,1.7338196359751101,2581,0,2,143670772,0
328,142,0.0159988578172746,23,0,2,160415711,0
354,144,0.333015582219963,252,0,2,48570000,0
53,0,0.5,1,0,2,14100000000,0
28,2,1.0,1,0,1,391465533,0
36,2,1.0,1,0,1,503954336,0
12,118,0.19253478828797302,789,0,2,42800000,0
244,2,0.25,1,0,2,210172523,0
214,144,0.863315259576597,1712,3,2,434280000,0
160,122,0.00260416666666667,1,0,1,89975757,0
62,144,0.0010636768326526302,1680,657,2,92210300,0
268,144,0.43049817660463197,1750,1103,2,1000326095,0
156,48,0.00354417239464335,24,24,2,102193210,0
32,2,2.5,4,0,3,83600000000,0
302,140,0.141249440243064,152,0,2,1071444000,0
178,2,0.14285714285714302,1,0,1,65848033,0
112,10,0.0168800567186588,58,0,2,2173197000,0
170,12,0.0625,1,0,2,7949255691,0
10,0,0.5,1,0,2,1166637470,0
130,2,0.25,1,0,2,1138773160,0
277,0,0.5,1,0,2,30282841,0
154,6,0.125,1,0,1,100000000,0
225,16,0.307848207993557,17,0,1,100000000,0
159,2,0.5,2,0,1,3138798236,0
265,2,0.25,1,0,1,105123627,0
95,10,0.0260416666666667,3,0,2,499950000,0
76,10,0.125,1,0,2,2321722610,0
278,16,0.03125,1,0,2,50771740,0
53,60,0.0157686879920824,186,0,1,950000000,0
116,8,0.000146198830409357,1,0,2,30070907,0
131,26,1.0,1,0,2,33340086,0
294,136,1.87962238366405e-12,31,0,1,201000000,0
187,2,1.0,1,0,1,315096624,0
54,6,0.258064516129032,32,0,2,3939000000,0
346,2,0.25,1,0,2,164570350,0
326,10,0.1875,2,0,1,113739232,0
194,52,0.00048828125,22,0,2,195050000,0
233,2,0.0172413793103448,1,0,1,167622525,0
220,114,0.0415126965926965,1058,0,2,450978000,0
234,24,0.00048828125,1,0,1,101000000,0
132,2,0.75,1,1,3,704940000,0
291,0,0.5,1,0,2,40835815,0
176,0,1.0,1,0,1,361189748,0
251,0,1.0,1,0,2,31221437,0
357,0,0.5,1,0,1,69500000,0
99,0,1.0,1,0,2,487804081,0
112,4,0.625,2,0,4,2812000000,0
258,2,0.5,1,0,2,45352312,0
